JournalCode|JournalLib|EcritureNum|EcritureDate|CompteNum|CompteLib|CompAuxNum|CompAuxLib|PieceRef|PieceDate|EcritureLib|Debit|Credit|EcritureLet|DateLet|ValidDate|Montantdevise|Idevise
ANC|A nouveaux pour cloture|      11986|20240101|44566100|TVA BIEN/SERVIC.HT|||71727|20240101|Libelle ecriture 71727 / 11986|          165,61|            0,00|AB|20240109|20240925|          165,61|
ANC|A nouveaux pour cloture|      11986|20240101|44566100|TVA BIEN/SERVIC.HT|||71728|20240101|Libelle ecriture 71728 / 11986|            0,00|        19640,27|AB|20240109|20240925|        19640,27|
ANC|A nouveaux pour cloture|      11986|20240101|44566100|TVA BIEN/SERVIC.HT|||71729|20240101|Libelle ecriture 71729 / 11986|        45731,07|            0,00|AB|20240109|20240925|        45731,07|
ANC|A nouveaux pour cloture|      11986|20240101|44566100|TVA BIEN/SERVIC.HT|||71730|20240101|Libelle ecriture 71730 / 11986|            0,00|           30,44|AB|20240109|20240925|           30,44|
ANC|A nouveaux pour cloture|      11986|20240101|44566200|TVA SUR B. ET S. 5,5|||71731|20240101|Libelle ecriture 71731 / 11986|            0,00|            6,70|AB|20240109|20240925|            6,70|
ANC|A nouveaux pour cloture|      11986|20240101|44566200|TVA SUR B. ET S. 5,5|||71732|20240101|Libelle ecriture 71732 / 11986|            6,70|            0,00|AB|20240109|20240925|            6,70|
ANC|A nouveaux pour cloture|      11986|20240101|44571120|Tva collectée TRed Encaiss.|||71733|20240101|Libelle ecriture 71733 / 11986|            0,00|         3415,16|||20240925||
ANC|A nouveaux pour cloture|      11986|20240101|44571640|Tva collectée TPlein Encaiss.|||71734|20240101|Libelle ecriture 71734 / 11986|            0,00|        13644,41|||20240925||
ANC|A nouveaux pour cloture|      11986|20240101|44571700|TVA COLLECTE 7|||71735|20240101|Libelle ecriture 71735 / 11986|         6376,90|            0,00|AB|20240109|20240925|         6376,90|
ANC|A nouveaux pour cloture|      11986|20240101|44571700|TVA COLLECTE 7|||71736|20240101|Libelle ecriture 71736 / 11986|            0,00|         6376,90|AB|20240109|20240925|         6376,90|
ANC|A nouveaux pour cloture|      11986|20240101|44583000|Remboursement de taxes sur le chiffre d'|||71737|20240101|Libelle ecriture 71737 / 11986|        25303,00|            0,00|||20240925||
ANC|A nouveaux pour cloture|      11986|20240101|46860000|Charges à payer|||71738|20240101|Libelle ecriture 71738 / 11986|            0,00|         2039,88|||20240925||
ANC|A nouveaux pour cloture|      11986|20240101|49530000|Prov. pour dépréc. cptes associés coop.|||71739|20240101|Libelle ecriture 71739 / 11986|            0,00|         8427,16|||20240925||
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71740|20240101|Libelle ecriture 71740 / 11986|         1500,00|            0,00|||20240925|         1500,00|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71741|20240101|Libelle ecriture 71741 / 11986|            0,00|           64,20|||20240925|           64,20|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71742|20240101|Libelle ecriture 71742 / 11986|            0,00|         1674,78|||20240925|         1674,78|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71743|20240101|Libelle ecriture 71743 / 11986|          369,60|            0,00|||20240925|          369,60|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71744|20240101|Libelle ecriture 71744 / 11986|            0,00|           10,90|||20240925|           10,90|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71745|20240101|Libelle ecriture 71745 / 11986|            0,00|          785,40|||20240925|          785,40|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71746|20240101|Libelle ecriture 71746 / 11986|            0,00|         1317,80|||20240925|         1317,80|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71747|20240101|Libelle ecriture 71747 / 11986|            0,00|           80,00|||20240925|           80,00|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71748|20240101|Libelle ecriture 71748 / 11986|           40,83|            0,00|||20240925|           40,83|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71749|20240101|Libelle ecriture 71749 / 11986|         1512,00|            0,00|||20240925|         1512,00|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71750|20240101|Libelle ecriture 71750 / 11986|            0,00|         1637,00|||20240925|         1637,00|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71751|20240101|Libelle ecriture 71751 / 11986|            0,00|          235,20|||20240925|          235,20|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71752|20240101|Libelle ecriture 71752 / 11986|          500,00|            0,00|||20240925|          500,00|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71753|20240101|Libelle ecriture 71753 / 11986|            0,00|            5,12|||20240925|            5,12|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71754|20240101|Libelle ecriture 71754 / 11986|            0,00|         1945,01|||20240925|         1945,01|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71755|20240101|Libelle ecriture 71755 / 11986|        30000,00|            0,00|||20240925|        30000,00|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71756|20240101|Libelle ecriture 71756 / 11986|         6351,23|            0,00|||20240925|         6351,23|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71757|20240101|Libelle ecriture 71757 / 11986|            0,00|          150,00|||20240925|          150,00|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71758|20240101|Libelle ecriture 71758 / 11986|            0,00|           59,47|||20240925|           59,47|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71759|20240101|Libelle ecriture 71759 / 11986|            0,00|          231,00|||20240925|          231,00|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71760|20240101|Libelle ecriture 71760 / 11986|            0,00|         1600,38|||20240925|         1600,38|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71761|20240101|Libelle ecriture 71761 / 11986|         7382,97|            0,00|||20240925|         7382,97|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71762|20240101|Libelle ecriture 71762 / 11986|         4309,48|            0,00|||20240925|         4309,48|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71763|20240101|Libelle ecriture 71763 / 11986|            0,00|        57875,54|||20240925|        57875,54|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71764|20240101|Libelle ecriture 71764 / 11986|            0,00|        29189,43|||20240925|        29189,43|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71765|20240101|Libelle ecriture 71765 / 11986|            0,00|         3873,18|||20240925|         3873,18|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71766|20240101|Libelle ecriture 71766 / 11986|        18000,00|            0,00|||20240925|        18000,00|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71767|20240101|Libelle ecriture 71767 / 11986|         1158,24|            0,00|||20240925|         1158,24|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71768|20240101|Libelle ecriture 71768 / 11986|            0,00|           17,00|||20240925|           17,00|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71769|20240101|Libelle ecriture 71769 / 11986|            0,00|          386,81|||20240925|          386,81|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71770|20240101|Libelle ecriture 71770 / 11986|         2950,00|            0,00|||20240925|         2950,00|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71771|20240101|Libelle ecriture 71771 / 11986|            0,00|           64,20|||20240925|           64,20|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71772|20240101|Libelle ecriture 71772 / 11986|            0,00|          930,05|||20240925|          930,05|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71773|20240101|Libelle ecriture 71773 / 11986|            0,00|        30000,00|||20240925|        30000,00|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71774|20240101|Libelle ecriture 71774 / 11986|         2500,00|            0,00|||20240925|         2500,00|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71775|20240101|Libelle ecriture 71775 / 11986|          500,00|            0,00|||20240925|          500,00|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71776|20240101|Libelle ecriture 71776 / 11986|            0,00|          156,24|||20240925|          156,24|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71777|20240101|Libelle ecriture 71777 / 11986|            0,00|           28,20|||20240925|           28,20|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71778|20240101|Libelle ecriture 71778 / 11986|            0,00|          200,00|||20240925|          200,00|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71779|20240101|Libelle ecriture 71779 / 11986|            0,00|         2359,22|||20240925|         2359,22|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71780|20240101|Libelle ecriture 71780 / 11986|            0,00|          200,00|||20240925|          200,00|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71781|20240101|Libelle ecriture 71781 / 11986|            0,00|           10,36|||20240925|           10,36|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71782|20240101|Libelle ecriture 71782 / 11986|            0,00|          971,00|||20240925|          971,00|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71783|20240101|Libelle ecriture 71783 / 11986|            0,00|          346,80|||20240925|          346,80|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71784|20240101|Libelle ecriture 71784 / 11986|          500,00|            0,00|||20240925|          500,00|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71785|20240101|Libelle ecriture 71785 / 11986|         4591,60|            0,00|||20240925|         4591,60|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71786|20240101|Libelle ecriture 71786 / 11986|         4074,29|            0,00|||20240925|         4074,29|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71787|20240101|Libelle ecriture 71787 / 11986|         6667,77|            0,00|||20240925|         6667,77|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71788|20240101|Libelle ecriture 71788 / 11986|        35000,00|            0,00|||20240925|        35000,00|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71789|20240101|Libelle ecriture 71789 / 11986|            0,00|         7824,82|||20240925|         7824,82|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71790|20240101|Libelle ecriture 71790 / 11986|            0,00|          105,48|||20240925|          105,48|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71791|20240101|Libelle ecriture 71791 / 11986|          500,00|            0,00|||20240925|          500,00|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71792|20240101|Libelle ecriture 71792 / 11986|           37,44|            0,00|||20240925|           37,44|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71793|20240101|Libelle ecriture 71793 / 11986|            0,00|           24,95|||20240925|           24,95|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71794|20240101|Libelle ecriture 71794 / 11986|            0,00|         9700,45|||20240925|         9700,45|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71795|20240101|Libelle ecriture 71795 / 11986|            0,00|         2980,91|||20240925|         2980,91|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71796|20240101|Libelle ecriture 71796 / 11986|            0,00|         1828,76|||20240925|         1828,76|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71797|20240101|Libelle ecriture 71797 / 11986|            0,00|        21172,45|||20240925|        21172,45|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71798|20240101|Libelle ecriture 71798 / 11986|         6882,97|            0,00|||20240925|         6882,97|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71799|20240101|Libelle ecriture 71799 / 11986|            0,00|           41,77|||20240925|           41,77|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71800|20240101|Libelle ecriture 71800 / 11986|            0,00|           10,24|||20240925|           10,24|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71801|20240101|Libelle ecriture 71801 / 11986|            0,00|           26,00|||20240925|           26,00|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71802|20240101|Libelle ecriture 71802 / 11986|            0,00|           84,85|||20240925|           84,85|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71803|20240101|Libelle ecriture 71803 / 11986|         2950,00|            0,00|||20240925|         2950,00|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71804|20240101|Libelle ecriture 71804 / 11986|            0,00|         3009,60|||20240925|         3009,60|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71805|20240101|Libelle ecriture 71805 / 11986|          500,00|            0,00|||20240925|          500,00|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71806|20240101|Libelle ecriture 71806 / 11986|            0,00|         1185,08|||20240925|         1185,08|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71807|20240101|Libelle ecriture 71807 / 11986|         1150,14|            0,00|||20240925|         1150,14|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71808|20240101|Libelle ecriture 71808 / 11986|            0,00|           64,20|||20240925|           64,20|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71809|20240101|Libelle ecriture 71809 / 11986|            0,00|         1924,61|||20240925|         1924,61|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71810|20240101|Libelle ecriture 71810 / 11986|            0,00|          181,99|||20240925|          181,99|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71811|20240101|Libelle ecriture 71811 / 11986|            0,00|         1661,87|||20240925|         1661,87|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71812|20240101|Libelle ecriture 71812 / 11986|            0,00|           35,00|||20240925|           35,00|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71813|20240101|Libelle ecriture 71813 / 11986|            0,00|          136,57|||20240925|          136,57|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71814|20240101|Libelle ecriture 71814 / 11986|            0,00|           72,00|||20240925|           72,00|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71815|20240101|Libelle ecriture 71815 / 11986|            0,00|         4424,14|||20240925|         4424,14|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71816|20240101|Libelle ecriture 71816 / 11986|            0,00|           10,36|||20240925|           10,36|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71817|20240101|Libelle ecriture 71817 / 11986|            0,00|          628,84|||20240925|          628,84|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71818|20240101|Libelle ecriture 71818 / 11986|            0,00|         2767,01|||20240925|         2767,01|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71819|20240101|Libelle ecriture 71819 / 11986|          500,00|            0,00|||20240925|          500,00|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71820|20240101|Libelle ecriture 71820 / 11986|        33461,00|            0,00|||20240925|        33461,00|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71821|20240101|Libelle ecriture 71821 / 11986|          270,00|            0,00|||20240925|          270,00|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71822|20240101|Libelle ecriture 71822 / 11986|            0,00|          227,23|||20240925|          227,23|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71823|20240101|Libelle ecriture 71823 / 11986|            0,00|        37296,19|||20240925|        37296,19|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71824|20240101|Libelle ecriture 71824 / 11986|            0,00|          315,45|||20240925|          315,45|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71825|20240101|Libelle ecriture 71825 / 11986|            0,00|          699,25|||20240925|          699,25|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71826|20240101|Libelle ecriture 71826 / 11986|            0,00|           81,35|||20240925|           81,35|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71827|20240101|Libelle ecriture 71827 / 11986|            0,00|         9508,11|||20240925|         9508,11|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71828|20240101|Libelle ecriture 71828 / 11986|            0,00|         9192,12|||20240925|         9192,12|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71829|20240101|Libelle ecriture 71829 / 11986|         5882,97|            0,00|||20240925|         5882,97|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71830|20240101|Libelle ecriture 71830 / 11986|         1500,00|            0,00|||20240925|         1500,00|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71831|20240101|Libelle ecriture 71831 / 11986|            0,00|         7723,82|||20240925|         7723,82|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71832|20240101|Libelle ecriture 71832 / 11986|         5000,00|            0,00|||20240925|         5000,00|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71833|20240101|Libelle ecriture 71833 / 11986|            0,00|           26,00|||20240925|           26,00|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71834|20240101|Libelle ecriture 71834 / 11986|            0,00|          931,06|||20240925|          931,06|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71835|20240101|Libelle ecriture 71835 / 11986|        10000,00|            0,00|||20240925|        10000,00|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71836|20240101|Libelle ecriture 71836 / 11986|           54,89|            0,00|||20240925|           54,89|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71837|20240101|Libelle ecriture 71837 / 11986|         2950,00|            0,00|||20240925|         2950,00|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71838|20240101|Libelle ecriture 71838 / 11986|            0,00|         3131,41|||20240925|         3131,41|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71839|20240101|Libelle ecriture 71839 / 11986|            0,00|          927,67|||20240925|          927,67|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71840|20240101|Libelle ecriture 71840 / 11986|            0,00|           77,55|||20240925|           77,55|
ANC|A nouveaux pour cloture|      11986|20240101|51211000|Banque Crédit Agricole - Compte courant|||71841|20240101|Libelle ecriture 71841 / 11986|            0,00|          123,35|||20240925|          123,35|
