JournalCode|JournalLib|EcritureNum|EcritureDate|CompteNum|CompteLib|CompAuxNum|CompAuxLib|PieceRef|PieceDate|EcritureLib|Debit|Credit|EcritureLet|DateLet|ValidDate|Montantdevise|Idevise
ANC|A nouveaux pour cloture|      10957|20230101|21450000|Agenc amenag/cons|||62631|20230101|Libellé N-1 62631 10957|        41759,49|            0,00|||20230918||
ANC|A nouveaux pour cloture|      10957|20230101|21541000|Materiels agri.|||62632|20230101|Libellé N-1 62632 10957|      2239273,38|            0,00|||20230918||
ANC|A nouveaux pour cloture|      10957|20230101|21542000|Accessoir. materiel|||62633|20230101|Libellé N-1 62633 10957|        35000,00|            0,00|||20230918||
ANC|A nouveaux pour cloture|      10957|20230101|26211000|Part soc autr cuma|||62634|20230101|Libellé N-1 62634 10957|          882,68|            0,00|||20230918||
ANC|A nouveaux pour cloture|      10957|20230101|26212000|Part soc autres coop|||62635|20230101|Libellé N-1 62635 10957|           15,24|            0,00|||20230918||
ANC|A nouveaux pour cloture|      10957|20230101|27151000|Parts soc Banque CRCA|||62636|20230101|Libellé N-1 62636 10957|         2070,09|            0,00|||20230918||
ANC|A nouveaux pour cloture|      10957|20230101|28145000|Amo. d'agenc amenag/cons sol autrui|||62637|20230101|Libellé N-1 62637 10957|            0,00|        32745,51|||20230918||
ANC|A nouveaux pour cloture|      10957|20230101|28154100|Amo. materiels agri.|||62638|20230101|Libellé N-1 62638 10957|            0,00|       735949,17|||20230918||
ANC|A nouveaux pour cloture|      10957|20230101|28154200|Amo. d'accessoir. materiel|||62639|20230101|Libellé N-1 62639 10957|            0,00|        13679,49|||20230918||
ANC|A nouveaux pour cloture|      10957|20230101|32120000|Stocks Carburants|||62640|20230101|Libellé N-1 62640 10957|         2750,00|            0,00|||20230918||
ANC|A nouveaux pour cloture|      10957|20230101|32130000|St.matières consom .inco/serv.|||62641|20230101|Libellé N-1 62641 10957|         1824,16|            0,00|||20230918||
ANC|A nouveaux pour cloture|      10957|20230101|43100000|Sécurité sociale|||62642|20230101|Libellé N-1 62642 10957|            0,00|         2653,73|||20230918||
ANC|A nouveaux pour cloture|      10957|20230101|43730000|Autres organismes sociaux - Ret. & Prév.|||62643|20230101|Libellé N-1 62643 10957|            0,00|          390,48|||20230918||
ANC|A nouveaux pour cloture|      10957|20230101|43820000|Charges sociales sur congés à payer|||62644|20230101|Libellé N-1 62644 10957|            0,00|           89,06|||20230918||
ANC|A nouveaux pour cloture|      10957|20230101|44210000|Prélèvements à la source (Impôt sur le r|||62645|20230101|Libellé N-1 62645 10957|            0,00|           42,00|||20230918||
ANC|A nouveaux pour cloture|      10957|20230101|44566020|TVA s/autres biens, serv. TRed Enc.|||62646|20230101|Libellé N-1 62646 10957|           31,46|            0,00|||20230918||
ANC|A nouveaux pour cloture|      10957|20230101|44566040|TVA s/autres biens, serv. TPlein Enc|||62647|20230101|Libellé N-1 62647 10957|          167,02|            0,00|||20230918||
ANC|A nouveaux pour cloture|      10957|20230101|44566100|TVA BIEN/SERVIC.HT|||62648|20230101|Libellé N-1 62648 10957|           24,33|            0,00|AB|20240109|20230918|           24,33|
ANC|A nouveaux pour cloture|      10957|20230101|44566100|TVA BIEN/SERVIC.HT|||62649|20230101|Libellé N-1 62649 10957|            1,49|            0,00|AB|20240109|20230918|            1,49|
ANC|A nouveaux pour cloture|      10957|20230101|44566100|TVA BIEN/SERVIC.HT|||62650|20230101|Libellé N-1 62650 10957|          267,93|            0,00|AB|20240109|20230918|          267,93|
ANC|A nouveaux pour cloture|      10957|20230101|44566100|TVA BIEN/SERVIC.HT|||62651|20230101|Libellé N-1 62651 10957|            0,00|         9974,18|AB|20240109|20230918|         9974,18|
ANC|A nouveaux pour cloture|      10957|20230101|44566100|TVA BIEN/SERVIC.HT|||62652|20230101|Libellé N-1 62652 10957|          384,15|            0,00|AB|20240109|20230918|          384,15|
ANC|A nouveaux pour cloture|      10957|20230101|44566100|TVA BIEN/SERVIC.HT|||62653|20230101|Libellé N-1 62653 10957|            0,00|        16933,61|AB|20240109|20230918|        16933,61|
ANC|A nouveaux pour cloture|      10957|20230101|44566100|TVA BIEN/SERVIC.HT|||62654|20230101|Libellé N-1 62654 10957|            3,92|            0,00|AB|20240109|20230918|            3,92|
ANC|A nouveaux pour cloture|      10957|20230101|44566100|TVA BIEN/SERVIC.HT|||62655|20230101|Libellé N-1 62655 10957|          165,61|            0,00|AB|20240109|20230918|          165,61|
ANC|A nouveaux pour cloture|      10957|20230101|44566100|TVA BIEN/SERVIC.HT|||62656|20230101|Libellé N-1 62656 10957|            0,00|        19640,27|AB|20240109|20230918|        19640,27|
ANC|A nouveaux pour cloture|      10957|20230101|44566100|TVA BIEN/SERVIC.HT|||62657|20230101|Libellé N-1 62657 10957|        45731,07|            0,00|AB|20240109|20230918|        45731,07|
ANC|A nouveaux pour cloture|      10957|20230101|44566100|TVA BIEN/SERVIC.HT|||62658|20230101|Libellé N-1 62658 10957|            0,00|           30,44|AB|20240109|20230918|           30,44|
ANC|A nouveaux pour cloture|      10957|20230101|44566200|TVA SUR B. ET S. 5,5|||62659|20230101|Libellé N-1 62659 10957|            0,00|            6,70|AB|20240109|20230918|            6,70|
ANC|A nouveaux pour cloture|      10957|20230101|44566200|TVA SUR B. ET S. 5,5|||62660|20230101|Libellé N-1 62660 10957|            6,70|            0,00|AB|20240109|20230918|            6,70|
ANC|A nouveaux pour cloture|      10957|20230101|44571120|Tva collectée TRed Encaiss.|||62661|20230101|Libellé N-1 62661 10957|            0,00|         3982,00|||20230918||
ANC|A nouveaux pour cloture|      10957|20230101|44571640|Tva collectée TPlein Encaiss.|||62662|20230101|Libellé N-1 62662 10957|            0,00|        13464,03|||20230918||
ANC|A nouveaux pour cloture|      10957|20230101|44571700|TVA COLLECTE 7|||62663|20230101|Libellé N-1 62663 10957|         6376,90|            0,00|AB|20240109|20230918|         6376,90|
ANC|A nouveaux pour cloture|      10957|20230101|44571700|TVA COLLECTE 7|||62664|20230101|Libellé N-1 62664 10957|            0,00|         6376,90|AB|20240109|20230918|         6376,90|
ANC|A nouveaux pour cloture|      10957|20230101|44581000|Acomptes - Régime simplifié d'imposition|||62665|20230101|Libellé N-1 62665 10957|            0,00|         1233,00|||20230918||
ANC|A nouveaux pour cloture|      10957|20230101|44583000|Remboursement de taxes sur le chiffre d'|||62666|20230101|Libellé N-1 62666 10957|        75842,00|            0,00|||20230918||
ANC|A nouveaux pour cloture|      10957|20230101|46860000|Charges à payer|||62667|20230101|Libellé N-1 62667 10957|            0,00|         1517,80|||20230918||
ANC|A nouveaux pour cloture|      10957|20230101|49530000|Prov. pour dépréc. cptes associés coop.|||62668|20230101|Libellé N-1 62668 10957|            0,00|        19988,79|||20230918||
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62669|20230101|Libellé N-1 62669 10957|         1500,00|            0,00|||20230918|         1500,00|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62670|20230101|Libellé N-1 62670 10957|            0,00|           64,20|||20230918|           64,20|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62671|20230101|Libellé N-1 62671 10957|            0,00|         1674,78|||20230918|         1674,78|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62672|20230101|Libellé N-1 62672 10957|          369,60|            0,00|||20230918|          369,60|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62673|20230101|Libellé N-1 62673 10957|            0,00|           10,90|||20230918|           10,90|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62674|20230101|Libellé N-1 62674 10957|            0,00|          785,40|||20230918|          785,40|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62675|20230101|Libellé N-1 62675 10957|            0,00|         1317,80|||20230918|         1317,80|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62676|20230101|Libellé N-1 62676 10957|            0,00|           80,00|||20230918|           80,00|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62677|20230101|Libellé N-1 62677 10957|           40,83|            0,00|||20230918|           40,83|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62678|20230101|Libellé N-1 62678 10957|         1512,00|            0,00|||20230918|         1512,00|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62679|20230101|Libellé N-1 62679 10957|            0,00|         1637,00|||20230918|         1637,00|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62680|20230101|Libellé N-1 62680 10957|            0,00|          235,20|||20230918|          235,20|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62681|20230101|Libellé N-1 62681 10957|          500,00|            0,00|||20230918|          500,00|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62682|20230101|Libellé N-1 62682 10957|            0,00|            5,12|||20230918|            5,12|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62683|20230101|Libellé N-1 62683 10957|            0,00|         1945,01|||20230918|         1945,01|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62684|20230101|Libellé N-1 62684 10957|        30000,00|            0,00|||20230918|        30000,00|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62685|20230101|Libellé N-1 62685 10957|         6351,23|            0,00|||20230918|         6351,23|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62686|20230101|Libellé N-1 62686 10957|            0,00|          150,00|||20230918|          150,00|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62687|20230101|Libellé N-1 62687 10957|            0,00|           59,47|||20230918|           59,47|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62688|20230101|Libellé N-1 62688 10957|            0,00|          231,00|||20230918|          231,00|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62689|20230101|Libellé N-1 62689 10957|            0,00|         1600,38|||20230918|         1600,38|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62690|20230101|Libellé N-1 62690 10957|         7382,97|            0,00|||20230918|         7382,97|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62691|20230101|Libellé N-1 62691 10957|         4309,48|            0,00|||20230918|         4309,48|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62692|20230101|Libellé N-1 62692 10957|            0,00|        57875,54|||20230918|        57875,54|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62693|20230101|Libellé N-1 62693 10957|            0,00|        29189,43|||20230918|        29189,43|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62694|20230101|Libellé N-1 62694 10957|            0,00|         3873,18|||20230918|         3873,18|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62695|20230101|Libellé N-1 62695 10957|        18000,00|            0,00|||20230918|        18000,00|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62696|20230101|Libellé N-1 62696 10957|         1158,24|            0,00|||20230918|         1158,24|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62697|20230101|Libellé N-1 62697 10957|            0,00|           17,00|||20230918|           17,00|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62698|20230101|Libellé N-1 62698 10957|            0,00|          386,81|||20230918|          386,81|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62699|20230101|Libellé N-1 62699 10957|         2950,00|            0,00|||20230918|         2950,00|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62700|20230101|Libellé N-1 62700 10957|            0,00|           64,20|||20230918|           64,20|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62701|20230101|Libellé N-1 62701 10957|            0,00|          930,05|||20230918|          930,05|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62702|20230101|Libellé N-1 62702 10957|            0,00|        30000,00|||20230918|        30000,00|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62703|20230101|Libellé N-1 62703 10957|         2500,00|            0,00|||20230918|         2500,00|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62704|20230101|Libellé N-1 62704 10957|          500,00|            0,00|||20230918|          500,00|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62705|20230101|Libellé N-1 62705 10957|            0,00|          156,24|||20230918|          156,24|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62706|20230101|Libellé N-1 62706 10957|            0,00|           28,20|||20230918|           28,20|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62707|20230101|Libellé N-1 62707 10957|            0,00|          200,00|||20230918|          200,00|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62708|20230101|Libellé N-1 62708 10957|            0,00|         2359,22|||20230918|         2359,22|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62709|20230101|Libellé N-1 62709 10957|            0,00|          200,00|||20230918|          200,00|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62710|20230101|Libellé N-1 62710 10957|            0,00|           10,36|||20230918|           10,36|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62711|20230101|Libellé N-1 62711 10957|            0,00|          971,00|||20230918|          971,00|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62712|20230101|Libellé N-1 62712 10957|            0,00|          346,80|||20230918|          346,80|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62713|20230101|Libellé N-1 62713 10957|          500,00|            0,00|||20230918|          500,00|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62714|20230101|Libellé N-1 62714 10957|         4591,60|            0,00|||20230918|         4591,60|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62715|20230101|Libellé N-1 62715 10957|         4074,29|            0,00|||20230918|         4074,29|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62716|20230101|Libellé N-1 62716 10957|         6667,77|            0,00|||20230918|         6667,77|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62717|20230101|Libellé N-1 62717 10957|        35000,00|            0,00|||20230918|        35000,00|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62718|20230101|Libellé N-1 62718 10957|            0,00|         7824,82|||20230918|         7824,82|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62719|20230101|Libellé N-1 62719 10957|            0,00|          105,48|||20230918|          105,48|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62720|20230101|Libellé N-1 62720 10957|          500,00|            0,00|||20230918|          500,00|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62721|20230101|Libellé N-1 62721 10957|           37,44|            0,00|||20230918|           37,44|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62722|20230101|Libellé N-1 62722 10957|            0,00|           24,95|||20230918|           24,95|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62723|20230101|Libellé N-1 62723 10957|            0,00|         9700,45|||20230918|         9700,45|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62724|20230101|Libellé N-1 62724 10957|            0,00|         2980,91|||20230918|         2980,91|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62725|20230101|Libellé N-1 62725 10957|            0,00|         1828,76|||20230918|         1828,76|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62726|20230101|Libellé N-1 62726 10957|            0,00|        21172,45|||20230918|        21172,45|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62727|20230101|Libellé N-1 62727 10957|         6882,97|            0,00|||20230918|         6882,97|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62728|20230101|Libellé N-1 62728 10957|            0,00|           41,77|||20230918|           41,77|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62729|20230101|Libellé N-1 62729 10957|            0,00|           10,24|||20230918|           10,24|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62730|20230101|Libellé N-1 62730 10957|            0,00|           26,00|||20230918|           26,00|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62731|20230101|Libellé N-1 62731 10957|            0,00|           84,85|||20230918|           84,85|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62732|20230101|Libellé N-1 62732 10957|         2950,00|            0,00|||20230918|         2950,00|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62733|20230101|Libellé N-1 62733 10957|            0,00|         3009,60|||20230918|         3009,60|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62734|20230101|Libellé N-1 62734 10957|          500,00|            0,00|||20230918|          500,00|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62735|20230101|Libellé N-1 62735 10957|            0,00|         1185,08|||20230918|         1185,08|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62736|20230101|Libellé N-1 62736 10957|         1150,14|            0,00|||20230918|         1150,14|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62737|20230101|Libellé N-1 62737 10957|            0,00|           64,20|||20230918|           64,20|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62738|20230101|Libellé N-1 62738 10957|            0,00|         1924,61|||20230918|         1924,61|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62739|20230101|Libellé N-1 62739 10957|            0,00|          181,99|||20230918|          181,99|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62740|20230101|Libellé N-1 62740 10957|            0,00|         1661,87|||20230918|         1661,87|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62741|20230101|Libellé N-1 62741 10957|            0,00|           35,00|||20230918|           35,00|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62742|20230101|Libellé N-1 62742 10957|            0,00|          136,57|||20230918|          136,57|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62743|20230101|Libellé N-1 62743 10957|            0,00|           72,00|||20230918|           72,00|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62744|20230101|Libellé N-1 62744 10957|            0,00|         4424,14|||20230918|         4424,14|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62745|20230101|Libellé N-1 62745 10957|            0,00|           10,36|||20230918|           10,36|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62746|20230101|Libellé N-1 62746 10957|            0,00|          628,84|||20230918|          628,84|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62747|20230101|Libellé N-1 62747 10957|            0,00|         2767,01|||20230918|         2767,01|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62748|20230101|Libellé N-1 62748 10957|          500,00|            0,00|||20230918|          500,00|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62749|20230101|Libellé N-1 62749 10957|        33461,00|            0,00|||20230918|        33461,00|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62750|20230101|Libellé N-1 62750 10957|          270,00|            0,00|||20230918|          270,00|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62751|20230101|Libellé N-1 62751 10957|            0,00|          227,23|||20230918|          227,23|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62752|20230101|Libellé N-1 62752 10957|            0,00|        37296,19|||20230918|        37296,19|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62753|20230101|Libellé N-1 62753 10957|            0,00|          315,45|||20230918|          315,45|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62754|20230101|Libellé N-1 62754 10957|            0,00|          699,25|||20230918|          699,25|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62755|20230101|Libellé N-1 62755 10957|            0,00|           81,35|||20230918|           81,35|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62756|20230101|Libellé N-1 62756 10957|            0,00|         9508,11|||20230918|         9508,11|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62757|20230101|Libellé N-1 62757 10957|            0,00|         9192,12|||20230918|         9192,12|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62758|20230101|Libellé N-1 62758 10957|         5882,97|            0,00|||20230918|         5882,97|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62759|20230101|Libellé N-1 62759 10957|         1500,00|            0,00|||20230918|         1500,00|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62760|20230101|Libellé N-1 62760 10957|            0,00|         7723,82|||20230918|         7723,82|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62761|20230101|Libellé N-1 62761 10957|         5000,00|            0,00|||20230918|         5000,00|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62762|20230101|Libellé N-1 62762 10957|            0,00|           26,00|||20230918|           26,00|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62763|20230101|Libellé N-1 62763 10957|            0,00|          931,06|||20230918|          931,06|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62764|20230101|Libellé N-1 62764 10957|        10000,00|            0,00|||20230918|        10000,00|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62765|20230101|Libellé N-1 62765 10957|           54,89|            0,00|||20230918|           54,89|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62766|20230101|Libellé N-1 62766 10957|         2950,00|            0,00|||20230918|         2950,00|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62767|20230101|Libellé N-1 62767 10957|            0,00|         3131,41|||20230918|         3131,41|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62768|20230101|Libellé N-1 62768 10957|            0,00|          927,67|||20230918|          927,67|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62769|20230101|Libellé N-1 62769 10957|            0,00|           77,55|||20230918|           77,55|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62770|20230101|Libellé N-1 62770 10957|            0,00|          123,35|||20230918|          123,35|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62771|20230101|Libellé N-1 62771 10957|            0,00|           14,15|||20230918|           14,15|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62772|20230101|Libellé N-1 62772 10957|            0,00|           64,20|||20230918|           64,20|
ANC|A nouveaux pour cloture|      10957|20230101|51211000|Banque Crédit Agricole - Compte courant|||62773|20230101|Libellé N-1 62773 10957|            0,00|          262,70|||20230918|          262,70|
